age,income,debt,credit_limit,credit_used,employment_years,debt_to_income,credit_utilization,income_per_age,employment_stability,income_to_credit,income_squared,debt_impact,employment_type_Salaried,employment_type_Self-Employed,employment_type_Unemployed
1.2932023450212422,1.014008252835909,1.80564539190138,0.1254416197709983,0.4355665558386972,-0.4572604644525814,1.089825574385513,0.4390039596438133,-0.2498460514092475,-0.7591650611012909,-0.03577541480216,1.0018839767154168,1.8725390481325144,1.0,0.0,0.0
-1.4254108937134784,0.938781027920672,-0.3302704620707465,0.5191736922513053,1.0586234684947935,-0.7553754153564873,-0.8305557799254869,0.7797114708003823,2.2732068970291044,-0.3286431101142398,-0.2135697089878141,0.896061619810832,0.0839059630079985,0.0,1.0,0.0
0.7383833167080338,-1.3787930956635168,-0.8350011156149317,-1.5162367429002992,-1.13551987728113,2.0021878805046422,-0.1084595075508457,-1.0105497759973492,-1.131189373037893,1.991552370708592,-0.0005376171102178,-1.1579905774937216,-0.8052728178201667,0.0,1.0,0.0
0.5164557053827505,0.4145088270767563,-1.2566518783292653,0.7792500246562976,-0.7741179557868746,0.6606706014370658,-1.6807766386186327,-1.2345293851001975,-0.2363318213220986,0.6759407575455687,-0.4212520681417365,0.2269234846332184,-0.9377376812839032,0.0,1.0,0.0
-1.1480013795568744,-0.1100298534870147,0.9610623482168722,-0.5838362511641841,-0.259867114961982,-0.6808466776305108,1.4076946098647358,0.1688651064058998,0.5849425570403767,-0.3359164501795152,-0.0722997938044208,-0.3229047548784438,0.8532908096497918,1.0,0.0,0.0
-1.0925194767255535,0.2176069620754505,0.8754350491467524,-0.2875841800310071,0.2035947091622511,-0.9789616285344168,0.8865671051613209,0.5758583133855204,0.8262922488345777,-1.0457944405503878,-0.1091846529320189,0.0064976598726251,1.1574797616609849,1.0,0.0,0.0
-0.3157728370870619,-1.0327425314590293,-0.6877515423645814,1.294423663060683,1.0636349084728471,-0.9789616285344168,-0.215291750889771,0.2090440353135355,-0.7346474050315918,-1.15317538842318,-0.8239036996517243,-0.9996694489608422,-0.4399145267352539,1.0,0.0,0.0
1.1822385393586006,-1.1450104374341954,-0.1389960482508529,0.3973431398892897,-0.9120289290290824,-0.8299041530824638,1.406597422088668,-1.3133700016567067,-1.0820495588679242,-1.0980805358928742,-0.7635933587860767,-1.056741276632686,-0.7453580536862012,1.0,0.0,0.0
-0.2048090314244202,-1.2312432747794688,-1.2109391844471515,0.8631932979632035,1.8056171467619864,0.4370843882591363,-1.4340529132801,1.1950152614137592,-0.8924158907607822,0.9277473281178862,-0.8340955198128156,-1.096855248768707,-0.8173463319225982,1.0,0.0,0.0
-0.4267366427497036,1.4741121371385948,-1.214221121443816,1.3901143267933005,0.440481621971019,-0.5317892021785579,-1.6671965279666283,-0.3452516190281338,1.0074227711106634,-0.4190403366398048,-0.3214085040549646,1.7026828082833891,-0.8895708342428746,1.0,0.0,0.0
-0.0383633229304577,-0.9729444823234318,-0.7578130831076636,-0.7567018241835957,-0.4097284450749333,0.6606706014370658,-0.4490150996957019,0.1006929378871432,-0.7809062500755526,1.0961893651220445,-0.3991703417824011,-0.9670330841294404,-0.5218622991121442,0.0,1.0,0.0
-0.593182351243666,1.5647152418895005,2.40783394597509,1.7447143636170976,2.7267583642665447,0.3625556505331598,1.148906356234829,1.1948077758967612,1.2689000434572817,1.2127454960268018,-0.374785336481369,1.851535071139525,3.588937923041766,0.0,1.0,0.0
